AUTUMN ,BEAR ,BLUE ,CACHET,CATHARSIS,CURIOSITY EIGHTY EIGHT,DOUBLE SHOT Peru Estrella Divina,GREEN,HAZE,IN PERPETUITY ,JJJULIUSSS,JULIUS,NERVOUS ENERGY,POP ART,RADIANT ,RAVEN,SINGLE SHOT Vanilla Bean,SNOW ,SPIRITUAL UNREST,TANGO,VANILLA BEAN DOUBLE SHOT,VERY GREEN
4.80,3.55,4.05,4.55,4.05,5.05,8.05,3.80,4.30,4.05,4.55,3.80,5.30,4.30,5.05,3.80,5.30,4.55,5.30,4.05,8.55,5.05
